I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.003,0.228,0.231,,,,,,,,,
-0.01,0.14,0.15,,,,,,,,,
-0.007,0.084,0.09,,,,,,,,,
-0.001,0.026,0.027,,,,,,,,,
-0.001,-0.02,-0.019,,,,,,,,,
-0.007,-0.054,-0.047,,,,,,,,,
-0.015,-0.09,-0.075,,,,,,,,,
-0.018,-0.112,-0.094,,,,,,,,,
-0.028,-0.155,-0.127,,,,,,,,,
-0.025,-0.182,-0.157,,,,,,,,,
-0.014,-0.181,-0.167,,,,,,,,,
-0.025,-0.195,-0.17,,,,,,,,,
-0.047,-0.216,-0.169,,,,,,,,,
-0.052,-0.227,-0.176,,,,,,,,,
-0.066,-0.249,-0.183,,,,,,,,,
-0.079,-0.265,-0.186,,,,,,,,,
-0.065,-0.255,-0.19,,,,,,,,,
-0.077,-0.278,-0.201,,,,,,,,,
-0.079,-0.294,-0.215,,,,,,,,,
-0.072,-0.295,-0.223,,,,,,,,,
-0.07,-0.305,-0.235,,,,,,,,,
-0.075,-0.33,-0.255,,,,,,,,,
-0.083,-0.339,-0.256,,,,,,,,,
-0.087,-0.343,-0.256,,,,,,,,,
-0.095,-0.347,-0.252,,,,,,,,,
-0.098,-0.351,-0.252,,,,,,,,,
-0.08,-0.355,-0.275,,,,,,,,,
-0.067,-0.363,-0.297,,,,,,,,,
-0.064,-0.368,-0.304,,,,,,,,,
-0.068,-0.374,-0.306,,,,,,,,,
-0.07,-0.381,-0.312,,,,,,,,,
-0.07,-0.39,-0.32,,,,,,,,,
-0.087,-0.411,-0.324,,,,,,,,,
-0.091,-0.42,-0.329,,,,,,,,,
-0.092,-0.421,-0.33,,,,,,,,,
-0.095,-0.426,-0.331,,,,,,,,,
-0.09,-0.43,-0.34,,,,,,,,,
-0.085,-0.429,-0.344,,,,,,,,,
-0.091,-0.442,-0.351,,,,,,,,,
-0.097,-0.454,-0.357,,,,,,,,,
-0.094,-0.456,-0.362,,,,,,,,,
-0.085,-0.46,-0.375,,,,,,,,,
-0.073,-0.464,-0.392,,,,,,,,,
-0.066,-0.467,-0.401,,,,,,,,,
-0.066,-0.477,-0.411,,,,,,,,,
-0.072,-0.493,-0.421,,,,,,,,,
-0.075,-0.5,-0.425,,,,,,,,,
-0.061,-0.503,-0.442,,,,,,,,,
-0.07,-0.518,-0.448,,,,,,,,,
-0.071,-0.527,-0.457,,,,,,,,,
-0.059,-0.533,-0.474,,,,,,,,,
-0.065,-0.55,-0.485,,,,,,,,,
-0.057,-0.553,-0.496,,,,,,,,,
-0.051,-0.567,-0.516,,,,,,,,,
-0.049,-0.579,-0.53,,,,,,,,,
-0.042,-0.58,-0.538,,,,,,,,,
-0.035,-0.585,-0.55,,,,,,,,,
-0.048,-0.605,-0.558,,,,,,,,,
-0.047,-0.618,-0.571,,,,,,,,,
-0.047,-0.637,-0.59,,,,,,,,,
-0.048,-0.657,-0.609,,,,,,,,,
-0.035,-0.66,-0.625,,,,,,,,,
-0.031,-0.676,-0.646,,,,,,,,,
-0.025,-0.685,-0.659,,,,,,,,,
-0.029,-0.701,-0.672,,,,,,,,,
-0.034,-0.724,-0.69,,,,,,,,,
-0.02,-0.725,-0.705,,,,,,,,,
-0.01,-0.722,-0.712,,,,,,,,,
-0.012,-0.745,-0.732,,,,,,,,,
-0.001,-0.755,-0.755,,,,,,,,,
0.008,-0.76,-0.768,,,,,,,,,
-0.01,-0.79,-0.78,,,,,,,,,
-0.005,-0.796,-0.791,,,,,,,,,
0.019,-0.791,-0.811,,,,,,,,,
0.019,-0.807,-0.826,,,,,,,,,
0.005,-0.827,-0.832,,,,,,,,,
0.025,-0.82,-0.845,,,,,,,,,
0.051,-0.819,-0.871,,,,,,,,,
0.057,-0.821,-0.877,,,,,,,,,
0.072,-0.818,-0.89,,,,,,,,,
0.092,-0.815,-0.906,,,,,,,,,
0.085,-0.815,-0.9,,,,,,,,,
0.084,-0.815,-0.9,,,,,,,,,
0.088,-0.812,-0.9,,,,,,,,,
0.09,-0.81,-0.9,,,,,,,,,
0.09,-0.81,-0.9,,,,,,,,,
0.09,-0.81,-0.9,,,,,,,,,
0.09,-0.811,-0.901,,,,,,,,,
0.09,-0.801,-0.892,,,,,,,,,
0.089,-0.791,-0.88,,,,,,,,,
0.091,-0.782,-0.873,,,,,,,,,
0.095,-0.77,-0.865,,,,,,,,,
0.09,-0.762,-0.853,,,,,,,,,
0.095,-0.749,-0.843,,,,,,,,,
0.105,-0.732,-0.837,,,,,,,,,
0.111,-0.715,-0.826,,,,,,,,,
0.11,-0.695,-0.805,,,,,,,,,
0.11,-0.675,-0.785,,,,,,,,,
0.112,-0.652,-0.764,,,,,,,,,
0.118,-0.63,-0.748,,,,,,,,,
0.119,-0.61,-0.729,,,,,,,,,
0.11,-0.59,-0.7,,,,,,,,,
0.102,-0.574,-0.676,,,,,,,,,
0.097,-0.555,-0.652,,,,,,,,,
0.094,-0.535,-0.629,,,,,,,,,
0.088,-0.515,-0.603,,,,,,,,,
0.075,-0.495,-0.57,,,,,,,,,
0.062,-0.475,-0.537,,,,,,,,,
0.059,-0.452,-0.51,,,,,,,,,
0.06,-0.428,-0.488,,,,,,,,,
0.06,-0.404,-0.464,,,,,,,,,
0.06,-0.38,-0.44,,,,,,,,,
0.056,-0.36,-0.416,,,,,,,,,
0.052,-0.337,-0.389,,,,,,,,,
0.049,-0.315,-0.363,,,,,,,,,
0.043,-0.295,-0.338,,,,,,,,,
0.03,-0.275,-0.305,,,,,,,,,
0.017,-0.259,-0.276,,,,,,,,,
0.012,-0.243,-0.255,,,,,,,,,
0.006,-0.229,-0.235,,,,,,,,,
-0.002,-0.217,-0.215,,,,,,,,,
-0.005,-0.205,-0.2,,,,,,,,,
-0.005,-0.193,-0.188,,,,,,,,,
-0.008,-0.18,-0.173,,,,,,,,,
-0.012,-0.171,-0.159,,,,,,,,,
-0.016,-0.162,-0.146,,,,,,,,,
-0.02,-0.15,-0.13,,,,,,,,,
-0.028,-0.142,-0.114,,,,,,,,,
-0.033,-0.131,-0.098,,,,,,,,,
-0.037,-0.12,-0.083,,,,,,,,,
-0.04,-0.113,-0.073,,,,,,,,,
-0.04,-0.105,-0.065,,,,,,,,,
-0.04,-0.097,-0.057,,,,,,,,,
-0.04,-0.089,-0.049,,,,,,,,,
-0.04,-0.081,-0.041,,,,,,,,,
-0.041,-0.074,-0.033,,,,,,,,,
-0.045,-0.07,-0.025,,,,,,,,,
-0.049,-0.066,-0.017,,,,,,,,,
-0.05,-0.061,-0.011,,,,,,,,,
-0.05,-0.06,-0.01,,,,,,,,,
-0.049,-0.059,-0.01,,,,,,,,,
-0.045,-0.055,-0.01,,,,,,,,,
-0.04,-0.051,-0.01,,,,,,,,,
-0.043,-0.05,-0.007,,,,,,,,,
-0.044,-0.049,-0.004,,,,,,,,,
-0.039,-0.044,-0.005,,,,,,,,,
-0.035,-0.04,-0.005,,,,,,,,,
-0.035,-0.04,-0.005,,,,,,,,,
-0.035,-0.037,-0.002,,,,,,,,,
-0.035,-0.034,0.001,,,,,,,,,
-0.035,-0.035,0.0,,,,,,,,,
-0.035,-0.035,0.0,,,,,,,,,
-0.035,-0.035,0.0,,,,,,,,,
-0.034,-0.035,-0.001,,,,,,,,,
-0.037,-0.035,0.002,,,,,,,,,
-0.041,-0.035,0.005,,,,,,,,,
-0.04,-0.035,0.005,,,,,,,,,
-0.036,-0.031,0.005,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.037,-0.03,0.007,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.04,-0.03,0.01,,,,,,,,,
-0.039,-0.029,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.034,-0.024,0.01,,,,,,,,,
-0.03,-0.02,0.01,,,,,,,,,
-0.03,-0.02,0.01,,,,,,,,,
-0.027,-0.017,0.01,,,,,,,,,
-0.025,-0.015,0.01,,,,,,,,,
-0.024,-0.014,0.01,,,,,,,,,
-0.02,-0.01,0.01,,,,,,,,,
-0.02,-0.01,0.01,,,,,,,,,
-0.017,-0.007,0.01,,,,,,,,,
-0.015,-0.005,0.01,,,,,,,,,
-0.014,-0.004,0.01,,,,,,,,,
-0.01,0.0,0.01,,,,,,,,,
-0.01,0.0,0.01,,,,,,,,,
-0.007,0.003,0.01,,,,,,,,,
-0.005,0.005,0.01,,,,,,,,,
-0.004,0.006,0.01,,,,,,,,,
0.0,0.01,0.01,,,,,,,,,
0.0,0.01,0.01,,,,,,,,,
0.0,0.013,0.013,,,,,,,,,
0.0,0.016,0.016,,,,,,,,,
0.0,0.015,0.015,,,,,,,,,
0.0,0.015,0.015,,,,,,,,,
0.0,0.015,0.015,,,,,,,,,
0.001,0.015,0.014,,,,,,,,,
-0.002,0.015,0.017,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.005,0.015,0.02,,,,,,,,,
-0.009,0.015,0.024,,,,,,,,,
-0.01,0.015,0.025,,,,,,,,,
-0.01,0.015,0.025,,,,,,,,,
-0.01,0.015,0.025,,,,,,,,,
-0.01,0.015,0.025,,,,,,,,,
-0.01,0.015,0.025,,,,,,,,,
-0.013,0.015,0.028,,,,,,,,,
-0.015,0.015,0.031,,,,,,,,,
-0.016,0.014,0.03,,,,,,,,,
-0.02,0.01,0.03,,,,,,,,,
-0.02,0.01,0.03,,,,,,,,,
-0.019,0.011,0.03,,,,,,,,,
-0.022,0.008,0.03,,,,,,,,,
-0.026,0.005,0.031,,,,,,,,,
-0.03,0.005,0.035,,,,,,,,,
-0.033,0.002,0.035,,,,,,,,,
-0.011,0.024,0.035,,,,,,,,,
0.001,0.036,0.035,,,,,,,,,
-0.006,0.029,0.035,,,,,,,,,
-0.005,0.03,0.035,,,,,,,,,
-0.009,0.03,0.039,,,,,,,,,
-0.011,0.03,0.04,,,,,,,,,
-0.009,0.03,0.04,,,,,,,,,
-0.011,0.029,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.015,0.025,0.04,,,,,,,,,
-0.018,0.022,0.04,,,,,,,,,
-0.021,0.019,0.04,,,,,,,,,
-0.02,0.02,0.04,,,,,,,,,
-0.02,0.02,0.04,,,,,,,,,
-0.02,0.02,0.04,,,,,,,,,
-0.019,0.021,0.04,,,,,,,,,
-0.022,0.018,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.025,0.015,0.04,,,,,,,,,
-0.029,0.011,0.04,,,,,,,,,
-0.031,0.009,0.04,,,,,,,,,
-0.027,0.013,0.04,,,,,,,,,
-0.018,0.022,0.04,,,,,,,,,
-0.01,0.03,0.04,,,,,,,,,
-0.006,0.034,0.04,,,,,,,,,
-0.005,0.035,0.04,,,,,,,,,
-0.006,0.035,0.04,,,,,,,,,
-0.004,0.035,0.039,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
0.0,0.035,0.035,,,,,,,,,
-0.001,0.035,0.036,,,,,,,,,
0.002,0.035,0.033,,,,,,,,,
-0.004,0.035,0.039,,,,,,,,,
-0.03,0.035,0.065,,,,,,,,,
-0.043,0.035,0.078,,,,,,,,,
-0.049,0.035,0.084,,,,,,,,,
-0.05,0.035,0.085,,,,,,,,,
-0.051,0.035,0.086,,,,,,,,,
-0.055,0.035,0.09,,,,,,,,,
-0.055,0.035,0.09,,,,,,,,,
-0.057,0.036,0.093,,,,,,,,,
-0.063,0.033,0.096,,,,,,,,,
-0.065,0.03,0.094,,,,,,,,,
-0.06,0.03,0.09,,,,,,,,,
-0.059,0.03,0.09,,,,,,,,,
-0.063,0.027,0.09,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.065,0.025,0.09,,,,,,,,,
-0.068,0.022,0.09,,,,,,,,,
-0.071,0.019,0.09,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.074,0.016,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.079,0.011,0.09,,,,,,,,,
-0.08,0.01,0.09,,,,,,,,,
-0.08,0.01,0.09,,,,,,,,,
-0.08,0.01,0.09,,,,,,,,,
-0.08,0.01,0.09,,,,,,,,,
-0.076,0.014,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.075,0.015,0.09,,,,,,,,,
-0.076,0.014,0.09,,,,,,,,,
-0.073,0.017,0.09,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.071,0.02,0.091,,,,,,,,,
-0.068,0.02,0.088,,,,,,,,,
-0.074,0.02,0.094,,,,,,,,,
-0.09,0.02,0.11,,,,,,,,,
-0.087,0.02,0.107,,,,,,,,,
-0.084,0.02,0.104,,,,,,,,,
-0.086,0.02,0.106,,,,,,,,,
-0.084,0.02,0.104,,,,,,,,,
-0.08,0.02,0.1,,,,,,,,,
-0.08,0.02,0.1,,,,,,,,,
-0.081,0.02,0.101,,,,,,,,,
-0.078,0.02,0.098,,,,,,,,,
-0.075,0.02,0.095,,,,,,,,,
-0.075,0.02,0.095,,,,,,,,,
-0.075,0.02,0.095,,,,,,,,,
-0.072,0.02,0.092,,,,,,,,,
-0.069,0.02,0.089,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.07,0.02,0.09,,,,,,,,,
-0.066,0.02,0.086,,,,,,,,,
-0.064,0.02,0.084,,,,,,,,,
-0.066,0.02,0.086,,,,,,,,,
-0.064,0.02,0.084,,,,,,,,,
-0.06,0.02,0.08,,,,,,,,,
-0.064,0.016,0.08,,,,,,,,,
-0.066,0.015,0.081,,,,,,,,,
-0.063,0.015,0.078,,,,,,,,,
-0.06,0.015,0.075,,,,,,,,,
-0.06,0.015,0.075,,,,,,,,,
-0.06,0.015,0.075,,,,,,,,,
-0.06,0.015,0.074,,,,,,,,,
-0.061,0.015,0.077,,,,,,,,,
-0.066,0.014,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.07,0.01,0.08,,,,,,,,,
-0.069,0.011,0.08,,,,,,,,,
-0.072,0.008,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.005,0.08,,,,,,,,,
-0.075,0.004,0.079,,,,,,,,,
-0.073,0.01,0.083,,,,,,,,,
-0.069,0.023,0.092,,,,,,,,,
-0.065,0.03,0.095,,,,,,,,,
-0.056,0.038,0.093,,,,,,,,,
-0.059,0.047,0.107,,,,,,,,,
-0.07,0.049,0.119,,,,,,,,,
-0.076,0.044,0.121,,,,,,,,,
-0.08,0.045,0.125,,,,,,,,,
-0.08,0.046,0.125,,,,,,,,,
-0.083,0.042,0.125,,,,,,,,,
-0.085,0.04,0.125,,,,,,,,,
-0.085,0.04,0.125,,,,,,,,,
-0.085,0.04,0.125,,,,,,,,,
-0.073,0.052,0.125,,,,,,,,,
-0.065,0.06,0.125,,,,,,,,,
-0.066,0.059,0.125,,,,,,,,,
-0.064,0.061,0.125,,,,,,,,,
-0.06,0.065,0.125,,,,,,,,,
-0.069,0.062,0.132,,,,,,,,,
-0.063,0.085,0.149,,,,,,,,,
-0.047,0.108,0.155,,,,,,,,,
-0.039,0.109,0.149,,,,,,,,,
-0.04,0.105,0.145,,,,,,,,,
-0.041,0.101,0.141,,,,,,,,,
-0.037,0.1,0.137,,,,,,,,,
-0.034,0.099,0.133,,,,,,,,,
-0.035,0.094,0.129,,,,,,,,,
-0.035,0.09,0.125,,,,,,,,,
-0.027,0.09,0.117,,,,,,,,,
-0.022,0.087,0.109,,,,,,,,,
-0.018,0.083,0.101,,,,,,,,,
-0.014,0.079,0.093,,,,,,,,,
-0.01,0.075,0.085,,,,,,,,,
-0.002,0.075,0.077,,,,,,,,,
0.004,0.073,0.069,,,,,,,,,
0.005,0.067,0.062,,,,,,,,,
0.005,0.065,0.06,,,,,,,,,
0.005,0.065,0.06,,,,,,,,,
0.001,0.061,0.06,,,,,,,,,
-0.001,0.056,0.057,,,,,,,,,
0.001,0.055,0.054,,,,,,,,,
-0.002,0.054,0.055,,,,,,,,,
-0.01,0.045,0.055,,,,,,,,,
-0.01,0.041,0.051,,,,,,,,,
-0.016,0.034,0.049,,,,,,,,,
-0.023,0.028,0.051,,,,,,,,,
-0.026,0.023,0.049,,,,,,,,,
-0.03,0.015,0.045,,,,,,,,,
-0.034,0.011,0.045,,,,,,,,,
-0.038,0.007,0.046,,,,,,,,,
-0.041,0.002,0.043,,,,,,,,,
-0.04,0.0,0.04,,,,,,,,,
-0.04,0.0,0.04,,,,,,,,,
-0.045,-0.004,0.04,,,,,,,,,
-0.042,-0.005,0.037,,,,,,,,,
-0.041,-0.007,0.034,,,,,,,,,
-0.046,-0.01,0.035,,,,,,,,,
-0.045,-0.01,0.035,,,,,,,,,
-0.044,-0.014,0.031,,,,,,,,,
-0.048,-0.019,0.03,,,,,,,,,
-0.05,-0.02,0.03,,,,,,,,,
-0.051,-0.021,0.03,,,,,,,,,
-0.055,-0.025,0.03,,,,,,,,,
-0.059,-0.025,0.034,,,,,,,,,
-0.064,-0.028,0.036,,,,,,,,,
-0.065,-0.03,0.034,,,,,,,,,
-0.067,-0.031,0.036,,,,,,,,,
-0.075,-0.035,0.04,,,,,,,,,
-0.076,-0.035,0.04,,,,,,,,,
-0.074,-0.034,0.039,,,,,,,,,
-0.079,-0.037,0.042,,,,,,,,,
-0.086,-0.04,0.045,,,,,,,,,
-0.085,-0.04,0.045,,,,,,,,,
-0.086,-0.041,0.045,,,,,,,,,
-0.077,-0.034,0.043,,,,,,,,,
-0.081,-0.027,0.054,,,,,,,,,
-0.097,-0.015,0.083,,,,,,,,,
-0.1,0.015,0.115,,,,,,,,,
-0.11,0.044,0.154,,,,,,,,,
-0.134,0.067,0.201,,,,,,,,,
-0.136,0.111,0.247,,,,,,,,,
-0.134,0.149,0.283,,,,,,,,,
-0.15,0.15,0.3,,,,,,,,,
-0.114,0.174,0.288,,,,,,,,,
-0.093,0.186,0.279,,,,,,,,,
-0.065,0.185,0.25,,,,,,,,,
-0.013,0.185,0.198,,,,,,,,,
0.035,0.185,0.15,,,,,,,,,
0.095,0.185,0.09,,,,,,,,,
0.154,0.186,0.033,,,,,,,,,
0.206,0.182,-0.024,,,,,,,,,
0.277,0.191,-0.086,,,,,,,,,
0.375,0.235,-0.14,,,,,,,,,
0.438,0.274,-0.164,,,,,,,,,
0.481,0.281,-0.2,,,,,,,,,
0.485,0.186,-0.299,,,,,,,,,
0.487,0.074,-0.413,,,,,,,,,
0.53,0.07,-0.46,,,,,,,,,
0.529,0.06,-0.469,,,,,,,,,
0.514,0.04,-0.474,,,,,,,,,
0.509,0.035,-0.474,,,,,,,,,
0.493,0.005,-0.487,,,,,,,,,
0.45,-0.08,-0.53,,,,,,,,,
0.416,-0.138,-0.553,,,,,,,,,
0.397,-0.158,-0.555,,,,,,,,,
0.365,-0.194,-0.559,,,,,,,,,
0.319,-0.228,-0.547,,,,,,,,,
0.27,-0.215,-0.485,,,,,,,,,
0.194,-0.212,-0.406,,,,,,,,,
0.13,-0.189,-0.319,,,,,,,,,
0.096,-0.151,-0.248,,,,,,,,,
0.065,-0.125,-0.19,,,,,,,,,
0.02,-0.115,-0.135,,,,,,,,,
-0.001,-0.107,-0.106,,,,,,,,,
-0.018,-0.096,-0.078,,,,,,,,,
-0.027,-0.086,-0.059,,,,,,,,,
-0.024,-0.077,-0.054,,,,,,,,,
-0.02,-0.065,-0.045,,,,,,,,,
-0.02,-0.057,-0.037,,,,,,,,,
-0.022,-0.051,-0.029,,,,,,,,,
-0.029,-0.05,-0.021,,,,,,,,,
-0.037,-0.05,-0.013,,,,,,,,,
-0.045,-0.05,-0.005,,,,,,,,,
-0.049,-0.05,-0.001,,,,,,,,,
-0.05,-0.05,0.0,,,,,,,,,
-0.049,-0.05,-0.001,,,,,,,,,
-0.051,-0.05,0.001,,,,,,,,,
-0.055,-0.05,0.005,,,,,,,,,
-0.051,-0.046,0.005,,,,,,,,,
-0.05,-0.045,0.005,,,,,,,,,
-0.05,-0.045,0.005,,,,,,,,,
-0.051,-0.045,0.006,,,,,,,,,
-0.055,-0.045,0.01,,,,,,,,,
-0.055,-0.045,0.01,,,,,,,,,
-0.055,-0.045,0.01,,,,,,,,,
-0.055,-0.045,0.01,,,,,,,,,
-0.055,-0.044,0.011,,,,,,,,,
-0.055,-0.04,0.015,,,,,,,,,
-0.055,-0.04,0.015,,,,,,,,,
-0.054,-0.04,0.014,,,,,,,,,
-0.057,-0.04,0.017,,,,,,,,,
-0.06,-0.04,0.02,,,,,,,,,
-0.06,-0.04,0.02,,,,,,,,,
-0.06,-0.04,0.02,,,,,,,,,
-0.06,-0.04,0.019,,,,,,,,,
-0.061,-0.04,0.022,,,,,,,,,
-0.066,-0.041,0.025,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.073,-0.048,0.025,,,,,,,,,
-0.076,-0.051,0.025,,,,,,,,,
-0.074,-0.049,0.025,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.07,-0.045,0.025,,,,,,,,,
-0.069,-0.044,0.025,,,,,,,,,
-0.065,-0.04,0.025,,,,,,,,,
-0.065,-0.04,0.025,,,,,,,,,
-0.065,-0.04,0.025,,,,,,,,,
-0.065,-0.04,0.025,,,,,,,,,
-0.064,-0.039,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.06,-0.035,0.025,,,,,,,,,
-0.056,-0.031,0.025,,,,,,,,,
-0.055,-0.03,0.025,,,,,,,,,
-0.055,-0.03,0.025,,,,,,,,,
-0.055,-0.03,0.025,,,,,,,,,
-0.055,-0.03,0.025,,,,,,,,,
-0.051,-0.026,0.025,,,,,,,,,
-0.05,-0.025,0.025,,,,,,,,,
-0.05,-0.025,0.025,,,,,,,,,
-0.05,-0.025,0.025,,,,,,,,,
-0.05,-0.025,0.025,,,,,,,,,
-0.05,-0.025,0.025,,,,,,,,,
-0.047,-0.022,0.025,,,,,,,,,
-0.043,-0.018,0.025,,,,,,,,,
-0.039,-0.014,0.025,,,,,,,,,
-0.035,-0.01,0.025,,,,,,,,,
-0.031,-0.006,0.025,,,,,,,,,
-0.026,-0.001,0.025,,,,,,,,,
-0.025,0.0,0.025,,,,,,,,,
-0.024,0.001,0.025,,,,,,,,,
-0.015,0.01,0.025,,,,,,,,,
-0.011,0.014,0.025,,,,,,,,,
-0.007,0.018,0.025,,,,,,,,,
-0.005,0.022,0.027,,,,,,,,,
-0.005,0.026,0.031,,,,,,,,,
-0.005,0.03,0.035,,,,,,,,,
-0.007,0.032,0.039,,,,,,,,,
0.011,0.051,0.04,,,,,,,,,
0.022,0.062,0.039,,,,,,,,,
0.029,0.07,0.041,,,,,,,,,
0.05,0.095,0.045,,,,,,,,,
0.051,0.096,0.045,,,,,,,,,
0.05,0.094,0.044,,,,,,,,,
0.049,0.096,0.047,,,,,,,,,
0.044,0.094,0.05,,,,,,,,,
0.045,0.095,0.05,,,,,,,,,
0.061,0.111,0.05,,,,,,,,,
0.07,0.123,0.053,,,,,,,,,
0.071,0.126,0.056,,,,,,,,,
0.078,0.133,0.055,,,,,,,,,
0.09,0.145,0.055,,,,,,,,,
0.09,0.149,0.059,,,,,,,,,
0.092,0.153,0.06,,,,,,,,,
0.097,0.157,0.06,,,,,,,,,
0.101,0.161,0.06,,,,,,,,,
0.105,0.165,0.06,,,,,,,,,
0.103,0.163,0.06,,,,,,,,,
0.119,0.179,0.06,,,,,,,,,
0.136,0.196,0.06,,,,,,,,,
0.141,0.201,0.06,,,,,,,,,
0.145,0.205,0.06,,,,,,,,,
0.15,0.209,0.06,,,,,,,,,
0.149,0.21,0.061,,,,,,,,,
0.154,0.212,0.058,,,,,,,,,
0.161,0.215,0.055,,,,,,,,,
0.16,0.215,0.055,,,,,,,,,
0.164,0.219,0.055,,,,,,,,,
0.169,0.221,0.052,,,,,,,,,
0.169,0.218,0.049,,,,,,,,,
0.164,0.214,0.05,,,,,,,,,
0.16,0.21,0.05,,,,,,,,,
0.16,0.206,0.046,,,,,,,,,
0.158,0.202,0.044,,,,,,,,,
0.152,0.197,0.046,,,,,,,,,
0.151,0.195,0.044,,,,,,,,,
0.155,0.195,0.04,,,,,,,,,
0.144,0.183,0.04,,,,,,,,,
0.133,0.173,0.041,,,,,,,,,
0.129,0.167,0.038,,,,,,,,,
0.123,0.157,0.035,,,,,,,,,
0.11,0.145,0.035,,,,,,,,,
0.101,0.137,0.035,,,,,,,,,
0.098,0.13,0.032,,,,,,,,,
0.09,0.119,0.029,,,,,,,,,
0.077,0.108,0.03,,,,,,,,,
0.07,0.1,0.03,,,,,,,,,
0.066,0.092,0.026,,,,,,,,,
0.059,0.084,0.025,,,,,,,,,
0.051,0.076,0.025,,,,,,,,,
0.043,0.068,0.025,,,,,,,,,
0.035,0.06,0.025,,,,,,,,,
0.031,0.052,0.021,,,,,,,,,
0.025,0.044,0.019,,,,,,,,,
0.015,0.036,0.021,,,,,,,,,
