I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,0.723,,-0.723,0.361,0.36,,,,,,
,0.696,,-0.689,0.332,0.355,,,,,,
,0.642,,-0.632,0.3,0.331,,,,,,
,0.577,,-0.577,0.287,0.289,,,,,,
,0.513,,-0.529,0.289,0.24,,,,,,
,0.46,,-0.482,0.275,0.207,,,,,,
,0.42,,-0.425,0.221,0.203,,,,,,
,0.39,,-0.362,0.139,0.221,,,,,,
,0.359,,-0.297,0.055,0.241,,,,,,
,0.325,,-0.236,-0.014,0.25,,,,,,
,0.289,,-0.183,-0.068,0.25,,,,,,
,0.255,,-0.136,-0.111,0.246,,,,,,
,0.22,,-0.094,-0.143,0.236,,,,,,
,0.179,,-0.05,-0.168,0.218,,,,,,
,0.134,,-0.003,-0.194,0.197,,,,,,
,0.094,,0.039,-0.223,0.182,,,,,,
,0.064,,0.076,-0.25,0.173,,,,,,
,0.04,,0.103,-0.269,0.165,,,,,,
,0.019,,0.123,-0.277,0.153,,,,,,
,-0.002,,0.141,-0.279,0.136,,,,,,
,-0.03,,0.162,-0.28,0.117,,,,,,
,-0.063,,0.19,-0.287,0.096,,,,,,
,-0.091,,0.214,-0.293,0.078,,,,,,
,-0.102,,0.222,-0.291,0.068,,,,,,
,-0.096,,0.213,-0.28,0.067,,,,,,
,-0.085,,0.197,-0.267,0.07,,,,,,
,-0.078,,0.187,-0.257,0.07,,,,,,
,-0.077,,0.183,-0.25,0.067,,,,,,
,-0.073,,0.176,-0.242,0.065,,,,,,
,-0.066,,0.164,-0.23,0.065,,,,,,
,-0.059,,0.154,-0.22,0.065,,,,,,
,-0.055,,0.148,-0.214,0.065,,,,,,
,-0.053,,0.141,-0.206,0.063,,,,,,
,-0.048,,0.13,-0.191,0.058,,,,,,
,-0.041,,0.114,-0.166,0.051,,,,,,
,-0.035,,0.095,-0.136,0.041,,,,,,
,-0.028,,0.076,-0.108,0.032,,,,,,
,-0.025,,0.062,-0.087,0.025,,,,,,
,-0.027,,0.059,-0.079,0.019,,,,,,
,-0.032,,0.064,-0.079,0.016,,,,,,
,-0.035,,0.066,-0.081,0.015,,,,,,
,-0.03,,0.061,-0.079,0.017,,,,,,
,-0.026,,0.058,-0.078,0.017,,,,,,
,-0.037,,0.069,-0.083,0.013,,,,,,
,-0.058,,0.09,-0.094,0.003,,,,,,
,-0.075,,0.107,-0.101,-0.005,,,,,,
,-0.075,,0.107,-0.1,-0.006,,,,,,
,-0.065,,0.096,-0.092,-0.002,,,,,,
,-0.055,,0.085,-0.087,0.002,,,,,,
,-0.051,,0.081,-0.085,0.004,,,,,,
,-0.05,,0.08,-0.085,0.005,,,,,,
,-0.046,,0.077,-0.083,0.006,,,,,,
,-0.042,,0.072,-0.081,0.008,,,,,,
,-0.037,,0.066,-0.079,0.01,,,,,,
,-0.031,,0.061,-0.075,0.014,,,,,,
,-0.025,,0.055,-0.071,0.017,,,,,,
,-0.02,,0.049,-0.067,0.018,,,,,,
,-0.017,,0.044,-0.064,0.019,,,,,,
,-0.012,,0.039,-0.06,0.02,,,,,,
,-0.007,,0.033,-0.057,0.024,,,,,,
,-0.004,,0.032,-0.057,0.025,,,,,,
,-0.007,,0.035,-0.058,0.023,,,,,,
,-0.015,,0.043,-0.062,0.018,,,,,,
,-0.024,,0.051,-0.067,0.015,,,,,,
,-0.03,,0.058,-0.07,0.012,,,,,,
,-0.034,,0.062,-0.072,0.009,,,,,,
,-0.035,,0.061,-0.07,0.009,,,,,,
,-0.031,,0.057,-0.066,0.01,,,,,,
,-0.028,,0.053,-0.064,0.01,,,,,,
,-0.026,,0.052,-0.063,0.01,,,,,,
,-0.025,,0.05,-0.062,0.011,,,,,,
,-0.023,,0.048,-0.062,0.014,,,,,,
,-0.02,,0.045,-0.06,0.015,,,,,,
,-0.02,,0.044,-0.059,0.014,,,,,,
,-0.02,,0.043,-0.056,0.013,,,,,,
,-0.02,,0.042,-0.055,0.012,,,,,,
,-0.018,,0.039,-0.053,0.012,,,,,,
,-0.015,,0.038,-0.053,0.014,,,,,,
,-0.013,,0.035,-0.051,0.015,,,,,,
,-0.011,,0.033,-0.049,0.017,,,,,,
,-0.009,,0.031,-0.049,0.017,,,,,,
,-0.01,,0.031,-0.05,0.017,,,,,,
,-0.01,,0.032,-0.05,0.016,,,,,,
,-0.008,,0.03,-0.049,0.017,,,,,,
,-0.006,,0.027,-0.045,0.017,,,,,,
,-0.004,,0.025,-0.042,0.016,,,,,,
,-0.003,,0.023,-0.04,0.017,,,,,,
,0.0,,0.02,-0.039,0.019,,,,,,
,0.0,,0.019,-0.039,0.02,,,,,,
,0.001,,0.019,-0.04,0.02,,,,,,
,0.0,,0.02,-0.04,0.019,,,,,,
,0.0,,0.022,-0.041,0.019,,,,,,
,-0.003,,0.023,-0.041,0.018,,,,,,
,-0.007,,0.026,-0.042,0.016,,,,,,
,-0.01,,0.027,-0.041,0.013,,,,,,
,-0.01,,0.027,-0.039,0.012,,,,,,
,-0.005,,0.022,-0.037,0.014,,,,,,
,0.001,,0.014,-0.034,0.018,,,,,,
,0.007,,0.008,-0.031,0.022,,,,,,
,0.013,,0.005,-0.031,0.025,,,,,,
,0.015,,0.005,-0.033,0.027,,,,,,
,0.014,,0.008,-0.038,0.029,,,,,,
,0.011,,0.013,-0.043,0.03,,,,,,
,0.008,,0.014,-0.044,0.03,,,,,,
,0.008,,0.014,-0.042,0.028,,,,,,
,0.01,,0.012,-0.039,0.027,,,,,,
,0.01,,0.01,-0.039,0.026,,,,,,
,0.011,,0.01,-0.039,0.027,,,,,,
,0.009,,0.012,-0.04,0.026,,,,,,
,0.007,,0.013,-0.039,0.024,,,,,,
,0.005,,0.015,-0.038,0.022,,,,,,
,0.005,,0.015,-0.038,0.021,,,,,,
,0.005,,0.014,-0.038,0.022,,,,,,
,0.004,,0.016,-0.038,0.021,,,,,,
,0.001,,0.016,-0.036,0.018,,,,,,
,0.004,,0.011,-0.032,0.02,,,,,,
,0.016,,0.0,-0.026,0.025,,,,,,
,0.03,,-0.014,-0.019,0.033,,,,,,
,0.036,,-0.02,-0.016,0.036,,,,,,
,0.034,,-0.017,-0.016,0.034,,,,,,
,0.029,,-0.014,-0.014,0.029,,,,,,
,0.028,,-0.015,-0.011,0.027,,,,,,
,0.03,,-0.018,-0.008,0.026,,,,,,
,0.029,,-0.015,-0.013,0.028,,,,,,
,0.027,,-0.008,-0.024,0.031,,,,,,
,0.024,,0.0,-0.038,0.037,,,,,,
,0.022,,0.007,-0.05,0.041,,,,,,
,0.023,,0.011,-0.057,0.045,,,,,,
,0.027,,0.006,-0.056,0.048,,,,,,
,0.036,,-0.002,-0.05,0.051,,,,,,
,0.04,,-0.007,-0.045,0.051,,,,,,
,0.036,,-0.005,-0.046,0.049,,,,,,
,0.028,,0.003,-0.05,0.046,,,,,,
,0.022,,0.009,-0.055,0.044,,,,,,
,0.017,,0.014,-0.057,0.041,,,,,,
,0.015,,0.016,-0.058,0.04,,,,,,
,0.013,,0.018,-0.058,0.038,,,,,,
,0.01,,0.021,-0.061,0.037,,,,,,
,0.0,,0.032,-0.066,0.031,,,,,,
,-0.011,,0.044,-0.071,0.025,,,,,,
,-0.004,,0.036,-0.066,0.03,,,,,,
,0.03,,0.002,-0.049,0.048,,,,,,
,0.062,,-0.029,-0.034,0.063,,,,,,
,0.055,,-0.023,-0.036,0.059,,,,,,
,0.014,,0.016,-0.055,0.037,,,,,,
,-0.009,,0.039,-0.064,0.025,,,,,,
,0.016,,0.013,-0.051,0.038,,,,,,
,0.069,,-0.04,-0.024,0.065,,,,,,
,0.103,,-0.072,-0.009,0.081,,,,,,
,0.101,,-0.071,-0.009,0.08,,,,,,
,0.088,,-0.058,-0.015,0.073,,,,,,
,0.086,,-0.056,-0.016,0.073,,,,,,
,0.09,,-0.06,-0.015,0.075,,,,,,
,0.091,,-0.061,-0.014,0.075,,,,,,
,0.089,,-0.059,-0.015,0.074,,,,,,
,0.09,,-0.06,-0.014,0.075,,,,,,
,0.091,,-0.061,-0.014,0.076,,,,,,
,0.09,,-0.06,-0.015,0.075,,,,,,
,0.088,,-0.059,-0.014,0.073,,,,,,
,0.09,,-0.062,-0.012,0.072,,,,,,
,0.091,,-0.064,-0.009,0.073,,,,,,
,0.09,,-0.063,-0.008,0.072,,,,,,
,0.088,,-0.061,-0.009,0.071,,,,,,
,0.09,,-0.062,-0.009,0.072,,,,,,
,0.091,,-0.064,-0.009,0.072,,,,,,
,0.09,,-0.062,-0.01,0.072,,,,,,
,0.088,,-0.061,-0.01,0.071,,,,,,
,0.09,,-0.063,-0.009,0.072,,,,,,
,0.091,,-0.063,-0.009,0.072,,,,,,
,0.09,,-0.062,-0.01,0.072,,,,,,
,0.089,,-0.062,-0.01,0.071,,,,,,
,0.089,,-0.063,-0.01,0.071,,,,,,
,0.09,,-0.063,-0.009,0.072,,,,,,
,0.089,,-0.063,-0.008,0.072,,,,,,
,0.089,,-0.063,-0.007,0.07,,,,,,
,0.09,,-0.064,-0.005,0.069,,,,,,
,0.09,,-0.066,-0.003,0.07,,,,,,
,0.09,,-0.064,-0.004,0.07,,,,,,
,0.089,,-0.063,-0.006,0.069,,,,,,
,0.09,,-0.065,-0.006,0.07,,,,,,
,0.09,,-0.066,-0.004,0.07,,,,,,
,0.089,,-0.066,-0.003,0.069,,,,,,
,0.089,,-0.066,-0.001,0.067,,,,,,
,0.09,,-0.067,0.0,0.066,,,,,,
,0.09,,-0.069,0.0,0.067,,,,,,
,0.089,,-0.068,0.0,0.066,,,,,,
,0.089,,-0.067,0.0,0.066,,,,,,
,0.089,,-0.068,0.0,0.066,,,,,,
,0.09,,-0.068,0.0,0.067,,,,,,
,0.09,,-0.067,0.0,0.066,,,,,,
,0.089,,-0.067,0.0,0.066,,,,,,
,0.09,,-0.069,0.001,0.065,,,,,,
,0.09,,-0.07,0.004,0.065,,,,,,
,0.089,,-0.07,0.004,0.064,,,,,,
,0.086,,-0.067,0.003,0.062,,,,,,
,0.085,,-0.065,0.001,0.061,,,,,,
,0.083,,-0.062,0.0,0.061,,,,,,
,0.082,,-0.063,0.0,0.06,,,,,,
,0.088,,-0.069,0.004,0.062,,,,,,
,0.098,,-0.08,0.011,0.067,,,,,,
,0.105,,-0.088,0.017,0.07,,,,,,
,0.105,,-0.088,0.018,0.07,,,,,,
,0.1,,-0.083,0.015,0.068,,,,,,
,0.098,,-0.082,0.015,0.067,,,,,,
,0.1,,-0.083,0.015,0.067,,,,,,
,0.1,,-0.083,0.015,0.067,,,,,,
,0.097,,-0.08,0.012,0.066,,,,,,
,0.096,,-0.079,0.012,0.066,,,,,,
,0.095,,-0.078,0.013,0.065,,,,,,
,0.094,,-0.079,0.014,0.063,,,,,,
,0.093,,-0.079,0.016,0.061,,,,,,
,0.094,,-0.079,0.016,0.061,,,,,,
,0.092,,-0.078,0.016,0.06,,,,,,
,0.087,,-0.072,0.013,0.059,,,,,,
,0.083,,-0.068,0.011,0.057,,,,,,
,0.089,,-0.075,0.015,0.06,,,,,,
,0.108,,-0.093,0.024,0.069,,,,,,
,0.128,,-0.113,0.034,0.079,,,,,,
,0.137,,-0.122,0.038,0.083,,,,,,
,0.136,,-0.121,0.038,0.083,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.128,,-0.112,0.033,0.079,,,,,,
,0.128,,-0.113,0.034,0.079,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.034,0.079,,,,,,
,0.129,,-0.114,0.034,0.079,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.034,0.08,,,,,,
,0.129,,-0.114,0.034,0.079,,,,,,
,0.129,,-0.115,0.034,0.08,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.034,0.08,,,,,,
,0.129,,-0.114,0.034,0.079,,,,,,
,0.129,,-0.115,0.034,0.08,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.129,,-0.114,0.034,0.079,,,,,,
,0.13,,-0.114,0.035,0.08,,,,,,
,0.13,,-0.115,0.035,0.08,,,,,,
,0.131,,-0.115,0.035,0.08,,,,,,
,0.13,,-0.115,0.034,0.079,,,,,,
,0.129,,-0.114,0.034,0.079,,,,,,
,0.125,,-0.11,0.032,0.077,,,,,,
,0.12,,-0.104,0.029,0.074,,,,,,
,0.116,,-0.101,0.027,0.072,,,,,,
,0.114,,-0.099,0.026,0.072,,,,,,
,0.116,,-0.1,0.027,0.072,,,,,,
,0.118,,-0.102,0.029,0.074,,,,,,
,0.125,,-0.109,0.032,0.077,,,,,,
,0.134,,-0.12,0.036,0.082,,,,,,
,0.143,,-0.128,0.04,0.085,,,,,,
,0.145,,-0.13,0.04,0.087,,,,,,
,0.14,,-0.123,0.036,0.086,,,,,,
,0.134,,-0.115,0.026,0.087,,,,,,
,0.132,,-0.107,0.016,0.09,,,,,,
,0.131,,-0.102,0.007,0.093,,,,,,
,0.128,,-0.097,0.004,0.094,,,,,,
,0.124,,-0.094,0.003,0.091,,,,,,
,0.12,,-0.092,0.005,0.087,,,,,,
,0.118,,-0.091,0.005,0.085,,,,,,
,0.116,,-0.088,0.003,0.084,,,,,,
,0.113,,-0.086,0.0,0.084,,,,,,
,0.108,,-0.082,-0.001,0.082,,,,,,
,0.105,,-0.078,-0.003,0.08,,,,,,
,0.102,,-0.075,-0.003,0.078,,,,,,
,0.1,,-0.073,-0.004,0.077,,,,,,
,0.099,,-0.072,-0.005,0.076,,,,,,
,0.097,,-0.07,-0.007,0.076,,,,,,
,0.094,,-0.067,-0.007,0.074,,,,,,
,0.092,,-0.066,-0.007,0.073,,,,,,
,0.091,,-0.066,-0.005,0.07,,,,,,
,0.088,,-0.064,-0.004,0.069,,,,,,
,0.086,,-0.061,-0.006,0.067,,,,,,
,0.084,,-0.059,-0.008,0.067,,,,,,
,0.083,,-0.058,-0.009,0.066,,,,,,
,0.081,,-0.055,-0.009,0.065,,,,,,
,0.079,,-0.054,-0.01,0.064,,,,,,
,0.08,,-0.054,-0.01,0.065,,,,,,
,0.08,,-0.055,-0.009,0.065,,,,,,
,0.079,,-0.053,-0.01,0.064,,,,,,
,0.076,,-0.051,-0.011,0.062,,,,,,
,0.073,,-0.048,-0.015,0.062,,,,,,
,0.071,,-0.044,-0.019,0.063,,,,,,
,0.07,,-0.039,-0.024,0.065,,,,,,
,0.068,,-0.034,-0.031,0.066,,,,,,
,0.065,,-0.03,-0.037,0.067,,,,,,
,0.063,,-0.029,-0.038,0.065,,,,,,
,0.061,,-0.027,-0.037,0.064,,,,,,
,0.059,,-0.027,-0.034,0.062,,,,,,
,0.059,,-0.028,-0.034,0.061,,,,,,
,0.06,,-0.028,-0.034,0.062,,,,,,
,0.058,,-0.027,-0.036,0.062,,,,,,
,0.056,,-0.024,-0.037,0.061,,,,,,
,0.055,,-0.022,-0.038,0.06,,,,,,
,0.053,,-0.021,-0.038,0.058,,,,,,
,0.051,,-0.018,-0.04,0.057,,,,,,
,0.049,,-0.017,-0.04,0.056,,,,,,
,0.05,,-0.017,-0.04,0.057,,,,,,
,0.05,,-0.018,-0.039,0.057,,,,,,
,0.049,,-0.016,-0.041,0.057,,,,,,
,0.046,,-0.014,-0.042,0.055,,,,,,
,0.043,,-0.012,-0.044,0.054,,,,,,
,0.042,,-0.01,-0.044,0.053,,,,,,
,0.04,,-0.008,-0.045,0.052,,,,,,
,0.038,,-0.006,-0.045,0.05,,,,,,
,0.038,,-0.007,-0.045,0.051,,,,,,
,0.042,,-0.01,-0.044,0.052,,,,,,
,0.047,,-0.014,-0.042,0.055,,,,,,
,0.049,,-0.017,-0.04,0.056,,,,,,
,0.049,,-0.016,-0.041,0.056,,,,,,
,0.046,,-0.014,-0.042,0.056,,,,,,
,0.043,,-0.011,-0.044,0.055,,,,,,
,0.043,,-0.011,-0.044,0.054,,,,,,
,0.044,,-0.012,-0.042,0.054,,,,,,
,0.046,,-0.015,-0.04,0.054,,,,,,
,0.044,,-0.015,-0.039,0.052,,,,,,
,0.044,,-0.014,-0.037,0.051,,,,,,
,0.044,,-0.014,-0.037,0.051,,,,,,
,0.045,,-0.015,-0.037,0.052,,,,,,
,0.043,,-0.013,-0.038,0.051,,,,,,
,0.042,,-0.013,-0.039,0.051,,,,,,
,0.046,,-0.016,-0.037,0.053,,,,,,
,0.051,,-0.021,-0.034,0.055,,,,,,
,0.045,,-0.015,-0.038,0.052,,,,,,
,0.027,,0.002,-0.046,0.043,,,,,,
,0.014,,0.015,-0.053,0.036,,,,,,
,0.023,,0.006,-0.048,0.041,,,,,,
,0.05,,-0.02,-0.036,0.054,,,,,,
,0.073,,-0.043,-0.023,0.065,,,,,,
,0.08,,-0.05,-0.02,0.07,,,,,,
,0.074,,-0.044,-0.022,0.067,,,,,,
,0.066,,-0.036,-0.025,0.064,,,,,,
,0.064,,-0.034,-0.027,0.062,,,,,,
,0.064,,-0.034,-0.028,0.061,,,,,,
,0.066,,-0.036,-0.028,0.062,,,,,,
,0.066,,-0.035,-0.028,0.061,,,,,,
,0.064,,-0.034,-0.028,0.061,,,,,,
,0.062,,-0.031,-0.029,0.06,,,,,,
,0.06,,-0.03,-0.03,0.06,,,,,,
,0.06,,-0.03,-0.03,0.06,,,,,,
,0.06,,-0.03,-0.029,0.059,,,,,,
,0.06,,-0.028,-0.03,0.059,,,,,,
,0.057,,-0.026,-0.034,0.06,,,,,,
,0.054,,-0.023,-0.037,0.06,,,,,,
,0.052,,-0.019,-0.039,0.058,,,,,,
,0.049,,-0.017,-0.039,0.057,,,,,,
,0.049,,-0.017,-0.039,0.056,,,,,,
,0.05,,-0.018,-0.04,0.057,,,,,,
,0.049,,-0.017,-0.04,0.057,,,,,,
,0.047,,-0.016,-0.04,0.055,,,,,,
,0.045,,-0.013,-0.042,0.054,,,,,,
,0.045,,-0.013,-0.043,0.055,,,,,,
,0.045,,-0.013,-0.043,0.055,,,,,,
,0.045,,-0.013,-0.042,0.055,,,,,,
,0.042,,-0.01,-0.044,0.052,,,,,,
,0.034,,-0.002,-0.047,0.049,,,,,,
,0.024,,0.007,-0.053,0.044,,,,,,
,0.015,,0.017,-0.058,0.04,,,,,,
,0.015,,0.016,-0.057,0.04,,,,,,
,0.028,,0.003,-0.051,0.047,,,,,,
,0.047,,-0.015,-0.041,0.056,,,,,,
,0.059,,-0.027,-0.036,0.061,,,,,,
,0.059,,-0.027,-0.035,0.062,,,,,,
,0.054,,-0.023,-0.038,0.06,,,,,,
,0.053,,-0.02,-0.039,0.059,,,,,,
,0.055,,-0.022,-0.038,0.06,,,,,,
,0.055,,-0.023,-0.036,0.06,,,,,,
,0.054,,-0.024,-0.037,0.06,,,,,,
,0.054,,-0.022,-0.038,0.059,,,,,,
,0.055,,-0.021,-0.041,0.061,,,,,,
,0.055,,-0.019,-0.045,0.063,,,,,,
,0.054,,-0.017,-0.05,0.066,,,,,,
,0.054,,-0.014,-0.054,0.068,,,,,,
,0.055,,-0.013,-0.058,0.07,,,,,,
,0.055,,-0.011,-0.06,0.071,,,,,,
,0.054,,-0.01,-0.062,0.072,,,,,,
,0.054,,-0.009,-0.062,0.072,,,,,,
,0.055,,-0.01,-0.063,0.072,,,,,,
,0.055,,-0.01,-0.063,0.071,,,,,,
,0.055,,-0.01,-0.063,0.072,,,,,,
,0.055,,-0.01,-0.062,0.072,,,,,,
,0.054,,-0.009,-0.062,0.072,,,,,,
,0.054,,-0.009,-0.063,0.071,,,,,,
,0.055,,-0.01,-0.063,0.072,,,,,,
,0.055,,-0.01,-0.062,0.072,,,,,,
,0.056,,-0.011,-0.063,0.072,,,,,,
,0.053,,-0.008,-0.063,0.071,,,,,,
,0.048,,-0.003,-0.066,0.069,,,,,,
,0.039,,0.005,-0.069,0.065,,,,,,
,0.03,,0.013,-0.074,0.061,,,,,,
,0.027,,0.017,-0.075,0.058,,,,,,
,0.036,,0.009,-0.072,0.063,,,,,,
,0.053,,-0.008,-0.062,0.072,,,,,,
,0.069,,-0.025,-0.055,0.08,,,,,,
,0.074,,-0.028,-0.053,0.081,,,,,,
,0.068,,-0.023,-0.057,0.078,,,,,,
,0.062,,-0.017,-0.059,0.075,,,,,,
,0.063,,-0.019,-0.059,0.077,,,,,,
,0.066,,-0.021,-0.056,0.077,,,,,,
,0.065,,-0.021,-0.056,0.076,,,,,,
,0.063,,-0.02,-0.054,0.073,,,,,,
,0.066,,-0.024,-0.051,0.075,,,,,,
,0.069,,-0.028,-0.05,0.077,,,,,,
,0.065,,-0.022,-0.053,0.075,,,,,,
,0.051,,-0.009,-0.059,0.068,,,,,,
,0.043,,-0.001,-0.064,0.064,,,,,,
,0.053,,-0.011,-0.059,0.068,,,,,,
,0.075,,-0.033,-0.048,0.08,,,,,,
,0.093,,-0.051,-0.038,0.089,,,,,,
,0.098,,-0.056,-0.036,0.092,,,,,,
,0.093,,-0.051,-0.038,0.088,,,,,,
,0.088,,-0.046,-0.04,0.086,,,,,,
,0.088,,-0.047,-0.037,0.085,,,,,,
,0.089,,-0.049,-0.035,0.084,,,,,,
,0.088,,-0.049,-0.034,0.083,,,,,,
,0.085,,-0.045,-0.037,0.082,,,,,,
,0.084,,-0.044,-0.038,0.081,,,,,,
,0.084,,-0.044,-0.038,0.081,,,,,,
,0.084,,-0.045,-0.037,0.081,,,,,,
,0.082,,-0.042,-0.039,0.08,,,,,,
,0.08,,-0.04,-0.04,0.08,,,,,,
,0.08,,-0.039,-0.04,0.079,,,,,,
,0.08,,-0.04,-0.039,0.08,,,,,,
,0.079,,-0.039,-0.04,0.08,,,,,,
,0.078,,-0.037,-0.041,0.079,,,,,,
,0.075,,-0.035,-0.043,0.077,,,,,,
,0.074,,-0.035,-0.042,0.076,,,,,,
,0.075,,-0.036,-0.04,0.076,,,,,,
,0.074,,-0.037,-0.038,0.075,,,,,,
,0.072,,-0.035,-0.038,0.074,,,,,,
,0.07,,-0.033,-0.039,0.072,,,,,,
,0.069,,-0.032,-0.04,0.072,,,,,,
,0.07,,-0.033,-0.04,0.072,,,,,,
,0.07,,-0.033,-0.04,0.072,,,,,,
,0.068,,-0.031,-0.04,0.071,,,,,,
,0.065,,-0.028,-0.042,0.069,,,,,,
,0.065,,-0.027,-0.043,0.069,,,,,,
,0.064,,-0.027,-0.044,0.07,,,,,,
,0.065,,-0.027,-0.043,0.069,,,,,,
,0.065,,-0.028,-0.041,0.069,,,,,,
,0.065,,-0.029,-0.038,0.067,,,,,,
,0.065,,-0.03,-0.038,0.067,,,,,,
,0.064,,-0.029,-0.038,0.066,,,,,,
,0.065,,-0.03,-0.037,0.067,,,,,,
,0.065,,-0.03,-0.037,0.067,,,,,,
,0.064,,-0.03,-0.037,0.067,,,,,,
,0.063,,-0.028,-0.038,0.066,,,,,,
,0.062,,-0.026,-0.039,0.066,,,,,,
,0.06,,-0.025,-0.039,0.065,,,,,,
,0.059,,-0.024,-0.039,0.065,,,,,,
,0.058,,-0.023,-0.04,0.064,,,,,,
,0.06,,-0.025,-0.04,0.065,,,,,,
,0.06,,-0.026,-0.038,0.064,,,,,,
,0.06,,-0.025,-0.039,0.065,,,,,,
,0.059,,-0.021,-0.044,0.066,,,,,,
,0.06,,-0.019,-0.049,0.069,,,,,,
,0.061,,-0.02,-0.05,0.071,,,,,,
,0.062,,-0.021,-0.049,0.071,,,,,,
,0.059,,-0.019,-0.05,0.069,,,,,,
,0.054,,-0.014,-0.053,0.066,,,,,,
,0.043,,-0.003,-0.058,0.06,,,,,,
,0.026,,0.013,-0.067,0.053,,,,,,
,0.012,,0.027,-0.074,0.045,,,,,,
,0.014,,0.025,-0.073,0.047,,,,,,
,0.038,,0.002,-0.061,0.058,,,,,,
,0.067,,-0.027,-0.046,0.074,,,,,,
,0.086,,-0.046,-0.036,0.083,,,,,,
,0.089,,-0.049,-0.036,0.085,,,,,,
,0.084,,-0.044,-0.038,0.081,,,,,,
,0.081,,-0.041,-0.039,0.079,,,,,,
,0.083,,-0.043,-0.038,0.08,,,,,,
,0.088,,-0.047,-0.037,0.084,,,,,,
,0.095,,-0.055,-0.034,0.088,,,,,,
,0.104,,-0.063,-0.033,0.094,,,,,,
,0.11,,-0.065,-0.035,0.1,,,,,,
,0.109,,-0.062,-0.042,0.104,,,,,,
,0.107,,-0.056,-0.049,0.105,,,,,,
,0.108,,-0.053,-0.055,0.108,,,,,,
,0.11,,-0.054,-0.059,0.112,,,,,,
,0.115,,-0.055,-0.063,0.117,,,,,,
,0.121,,-0.059,-0.064,0.123,,,,,,
,0.126,,-0.063,-0.062,0.126,,,,,,
,0.126,,-0.065,-0.06,0.125,,,,,,
,0.125,,-0.062,-0.063,0.125,,,,,,
,0.124,,-0.059,-0.068,0.127,,,,,,
,0.125,,-0.057,-0.073,0.13,,,,,,
,0.124,,-0.058,-0.07,0.129,,,,,,
,0.124,,-0.062,-0.062,0.124,,,,,,
,0.124,,-0.069,-0.047,0.117,,,,,,
,0.128,,-0.08,-0.032,0.112,,,,,,
,0.132,,-0.09,-0.02,0.109,,,,,,
,0.137,,-0.093,-0.019,0.112,,,,,,
,0.138,,-0.089,-0.028,0.118,,,,,,
,0.134,,-0.077,-0.048,0.124,,,,,,
,0.128,,-0.062,-0.069,0.13,,,,,,
,0.128,,-0.056,-0.082,0.137,,,,,,
,0.146,,-0.069,-0.079,0.147,,,,,,
,0.173,,-0.097,-0.064,0.162,,,,,,
,0.193,,-0.118,-0.054,0.172,,,,,,
,0.194,,-0.118,-0.056,0.174,,,,,,
,0.187,,-0.108,-0.064,0.172,,,,,,
,0.187,,-0.107,-0.068,0.174,,,,,,
,0.201,,-0.12,-0.061,0.18,,,,,,
,0.214,,-0.135,-0.053,0.187,,,,,,
,0.219,,-0.14,-0.049,0.189,,,,,,
,0.216,,-0.137,-0.052,0.187,,,,,,
,0.214,,-0.133,-0.054,0.186,,,,,,
,0.214,,-0.134,-0.053,0.187,,,,,,
,0.214,,-0.134,-0.053,0.187,,,,,,
,0.214,,-0.135,-0.053,0.187,,,,,,
,0.217,,-0.137,-0.051,0.188,,,,,,
,0.224,,-0.144,-0.047,0.192,,,,,,
,0.233,,-0.153,-0.043,0.197,,,,,,
,0.24,,-0.16,-0.039,0.2,,,,,,
,0.239,,-0.159,-0.04,0.198,,,,,,
,0.233,,-0.152,-0.042,0.196,,,,,,
,0.227,,-0.147,-0.046,0.194,,,,,,
,0.226,,-0.144,-0.05,0.195,,,,,,
,0.225,,-0.14,-0.058,0.197,,,,,,
,0.223,,-0.134,-0.067,0.201,,,,,,
,0.22,,-0.127,-0.077,0.204,,,,,,
,0.218,,-0.124,-0.08,0.205,,,,,,
,0.217,,-0.124,-0.078,0.202,,,,,,
,0.214,,-0.125,-0.072,0.197,,,,,,
,0.212,,-0.124,-0.068,0.192,,,,,,
,0.21,,-0.124,-0.065,0.191,,,,,,
,0.21,,-0.125,-0.063,0.189,,,,,,
,0.208,,-0.126,-0.061,0.186,,,,,,
,0.204,,-0.124,-0.057,0.182,,,,,,
,0.2,,-0.121,-0.055,0.177,,,,,,
,0.194,,-0.117,-0.055,0.173,,,,,,
,0.186,,-0.113,-0.055,0.167,,,,,,
,0.18,,-0.108,-0.054,0.161,,,,,,
,0.175,,-0.105,-0.052,0.157,,,,,,
,0.169,,-0.101,-0.052,0.153,,,,,,
,0.163,,-0.097,-0.05,0.148,,,,,,
,0.156,,-0.093,-0.048,0.142,,,,,,
,0.151,,-0.091,-0.044,0.136,,,,,,
,0.144,,-0.088,-0.042,0.13,,,,,,
,0.137,,-0.083,-0.042,0.124,,,,,,
