I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.07,,0.14,-0.174,0.035,,,,,,
,-0.092,,0.158,-0.177,0.019,,,,,,
,-0.125,,0.187,-0.187,0.0,,,,,,
,-0.135,,0.207,-0.211,0.004,,,,,,
,-0.116,,0.209,-0.244,0.034,,,,,,
,-0.09,,0.199,-0.263,0.064,,,,,,
,-0.072,,0.18,-0.254,0.073,,,,,,
,-0.058,,0.156,-0.224,0.068,,,,,,
,-0.04,,0.127,-0.196,0.067,,,,,,
,-0.014,,0.097,-0.173,0.075,,,,,,
,0.009,,0.066,-0.149,0.081,,,,,,
,0.031,,0.036,-0.12,0.083,,,,,,
,0.052,,0.003,-0.088,0.083,,,,,,
,0.078,,-0.031,-0.058,0.087,,,,,,
,0.108,,-0.07,-0.025,0.093,,,,,,
,0.144,,-0.115,0.012,0.1,,,,,,
,0.183,,-0.167,0.059,0.106,,,,,,
,0.215,,-0.216,0.11,0.105,,,,,,
,0.231,,-0.254,0.162,0.092,,,,,,
,0.24,,-0.285,0.211,0.074,,,,,,
,0.27,,-0.332,0.26,0.071,,,,,,
,0.334,,-0.407,0.313,0.093,,,,,,
,0.415,,-0.499,0.376,0.122,,,,,,
,0.478,,-0.581,0.447,0.135,,,,,,
,0.508,,-0.64,0.52,0.12,,,,,,
,0.508,,-0.672,0.584,0.088,,,,,,
,0.49,,-0.684,0.634,0.049,,,,,,
,0.461,,-0.681,0.671,0.01,,,,,,
,0.433,,-0.676,0.704,-0.027,,,,,,
,0.409,,-0.675,0.736,-0.061,,,,,,
,0.385,,-0.672,0.767,-0.095,,,,,,
,0.345,,-0.656,0.794,-0.138,,,,,,
,0.292,,-0.633,0.829,-0.196,,,,,,
,0.236,,-0.618,0.88,-0.263,,,,,,
,0.186,,-0.606,0.931,-0.327,,,,,,
,0.126,,-0.567,0.944,-0.377,,,,,,
,0.053,,-0.488,0.898,-0.409,,,,,,
,-0.016,,-0.396,0.818,-0.421,,,,,,
,-0.057,,-0.331,0.751,-0.419,,,,,,
,-0.079,,-0.295,0.708,-0.413,,,,,,
,-0.109,,-0.252,0.67,-0.417,,,,,,
,-0.163,,-0.183,0.613,-0.429,,,,,,
,-0.216,,-0.111,0.548,-0.437,,,,,,
,-0.241,,-0.063,0.49,-0.427,,,,,,
,-0.235,,-0.045,0.445,-0.399,,,,,,
,-0.215,,-0.036,0.398,-0.36,,,,,,
,-0.201,,-0.02,0.343,-0.322,,,,,,
,-0.197,,0.006,0.284,-0.29,,,,,,
,-0.206,,0.041,0.228,-0.268,,,,,,
,-0.22,,0.075,0.179,-0.255,,,,,,
,-0.23,,0.099,0.145,-0.245,,,,,,
,-0.222,,0.104,0.125,-0.229,,,,,,
,-0.201,,0.093,0.115,-0.208,,,,,,
,-0.177,,0.082,0.103,-0.184,,,,,,
,-0.161,,0.077,0.088,-0.165,,,,,,
,-0.152,,0.076,0.074,-0.151,,,,,,
,-0.145,,0.075,0.068,-0.143,,,,,,
,-0.142,,0.075,0.065,-0.139,,,,,,
,-0.145,,0.079,0.061,-0.14,,,,,,
,-0.148,,0.084,0.055,-0.139,,,,,,
,-0.14,,0.077,0.055,-0.131,,,,,,
,-0.123,,0.063,0.058,-0.121,,,,,,
,-0.114,,0.055,0.06,-0.115,,,,,,
,-0.124,,0.067,0.052,-0.119,,,,,,
,-0.149,,0.093,0.037,-0.13,,,,,,
,-0.167,,0.116,0.021,-0.135,,,,,,
,-0.166,,0.121,0.01,-0.13,,,,,,
,-0.15,,0.111,0.002,-0.114,,,,,,
,-0.131,,0.1,-0.003,-0.097,,,,,,
,-0.119,,0.095,-0.011,-0.083,,,,,,
,-0.115,,0.095,-0.016,-0.077,,,,,,
,-0.113,,0.094,-0.019,-0.073,,,,,,
,-0.111,,0.093,-0.019,-0.072,,,,,,
,-0.108,,0.091,-0.02,-0.07,,,,,,
,-0.107,,0.091,-0.02,-0.069,,,,,,
,-0.105,,0.09,-0.022,-0.067,,,,,,
,-0.103,,0.088,-0.022,-0.065,,,,,,
,-0.1,,0.088,-0.023,-0.062,,,,,,
,-0.099,,0.088,-0.025,-0.061,,,,,,
,-0.098,,0.087,-0.026,-0.059,,,,,,
,-0.095,,0.084,-0.026,-0.057,,,,,,
,-0.091,,0.082,-0.028,-0.053,,,,,,
,-0.094,,0.087,-0.031,-0.054,,,,,,
,-0.109,,0.102,-0.039,-0.062,,,,,,
,-0.133,,0.125,-0.049,-0.074,,,,,,
,-0.149,,0.142,-0.059,-0.081,,,,,,
,-0.15,,0.146,-0.066,-0.079,,,,,,
,-0.14,,0.14,-0.07,-0.069,,,,,,
,-0.131,,0.135,-0.073,-0.061,,,,,,
,-0.125,,0.133,-0.078,-0.055,,,,,,
,-0.119,,0.13,-0.079,-0.05,,,,,,
,-0.106,,0.119,-0.078,-0.04,,,,,,
,-0.083,,0.099,-0.073,-0.025,,,,,,
,-0.054,,0.073,-0.066,-0.006,,,,,,
,-0.031,,0.054,-0.061,0.007,,,,,,
,-0.027,,0.051,-0.062,0.01,,,,,,
,-0.047,,0.071,-0.071,0.0,,,,,,
,-0.076,,0.098,-0.081,-0.016,,,,,,
,-0.094,,0.114,-0.086,-0.028,,,,,,
,-0.091,,0.109,-0.081,-0.027,,,,,,
,-0.074,,0.092,-0.072,-0.019,,,,,,
,-0.06,,0.077,-0.064,-0.013,,,,,,
,-0.057,,0.073,-0.06,-0.013,,,,,,
,-0.065,,0.08,-0.061,-0.019,,,,,,
,-0.08,,0.092,-0.064,-0.029,,,,,,
,-0.099,,0.109,-0.07,-0.039,,,,,,
,-0.114,,0.124,-0.075,-0.049,,,,,,
,-0.123,,0.131,-0.077,-0.054,,,,,,
,-0.123,,0.13,-0.075,-0.054,,,,,,
,-0.117,,0.123,-0.071,-0.052,,,,,,
,-0.109,,0.114,-0.064,-0.05,,,,,,
,-0.104,,0.108,-0.059,-0.048,,,,,,
,-0.1,,0.103,-0.055,-0.048,,,,,,
,-0.098,,0.101,-0.054,-0.046,,,,,,
,-0.094,,0.096,-0.052,-0.044,,,,,,
,-0.089,,0.091,-0.05,-0.041,,,,,,
,-0.084,,0.085,-0.044,-0.04,,,,,,
,-0.078,,0.078,-0.039,-0.038,,,,,,
,-0.071,,0.071,-0.034,-0.036,,,,,,
,-0.067,,0.067,-0.033,-0.032,,,,,,
,-0.065,,0.065,-0.032,-0.031,,,,,,
,-0.064,,0.062,-0.028,-0.033,,,,,,
,-0.058,,0.057,-0.024,-0.032,,,,,,
,-0.047,,0.046,-0.019,-0.025,,,,,,
,-0.035,,0.035,-0.015,-0.018,,,,,,
,-0.031,,0.029,-0.01,-0.018,,,,,,
,-0.042,,0.033,-0.003,-0.029,,,,,,
,-0.062,,0.048,-0.003,-0.044,,,,,,
,-0.085,,0.071,-0.014,-0.055,,,,,,
,-0.099,,0.094,-0.038,-0.054,,,,,,
,-0.105,,0.111,-0.066,-0.045,,,,,,
,-0.102,,0.122,-0.09,-0.031,,,,,,
,-0.098,,0.125,-0.104,-0.021,,,,,,
,-0.092,,0.123,-0.107,-0.015,,,,,,
,-0.088,,0.118,-0.103,-0.013,,,,,,
,-0.084,,0.111,-0.097,-0.014,,,,,,
,-0.08,,0.108,-0.093,-0.013,,,,,,
,-0.077,,0.104,-0.092,-0.011,,,,,,
,-0.072,,0.1,-0.09,-0.008,,,,,,
,-0.068,,0.094,-0.085,-0.007,,,,,,
,-0.065,,0.09,-0.081,-0.007,,,,,,
,-0.061,,0.086,-0.079,-0.005,,,,,,
,-0.057,,0.082,-0.077,-0.002,,,,,,
,-0.052,,0.077,-0.076,-0.001,,,,,,
,-0.049,,0.074,-0.074,0.0,,,,,,
,-0.045,,0.07,-0.071,0.001,,,,,,
,-0.04,,0.063,-0.066,0.004,,,,,,
,-0.044,,0.067,-0.067,0.0,,,,,,
,-0.071,,0.092,-0.079,-0.013,,,,,,
,-0.112,,0.134,-0.1,-0.033,,,,,,
,-0.145,,0.167,-0.117,-0.05,,,,,,
,-0.15,,0.172,-0.118,-0.053,,,,,,
,-0.136,,0.158,-0.109,-0.048,,,,,,
,-0.123,,0.143,-0.101,-0.041,,,,,,
,-0.117,,0.137,-0.098,-0.039,,,,,,
,-0.115,,0.135,-0.097,-0.037,,,,,,
,-0.111,,0.131,-0.095,-0.035,,,,,,
,-0.103,,0.124,-0.092,-0.031,,,,,,
,-0.095,,0.115,-0.085,-0.027,,,,,,
,-0.086,,0.104,-0.077,-0.025,,,,,,
,-0.084,,0.099,-0.071,-0.027,,,,,,
,-0.093,,0.106,-0.071,-0.033,,,,,,
,-0.106,,0.117,-0.073,-0.042,,,,,,
,-0.111,,0.121,-0.074,-0.046,,,,,,
,-0.106,,0.114,-0.07,-0.045,,,,,,
,-0.099,,0.106,-0.064,-0.041,,,,,,
,-0.095,,0.1,-0.058,-0.041,,,,,,
,-0.092,,0.095,-0.053,-0.041,,,,,,
,-0.088,,0.088,-0.047,-0.042,,,,,,
,-0.083,,0.082,-0.04,-0.041,,,,,,
,-0.08,,0.077,-0.035,-0.042,,,,,,
,-0.076,,0.072,-0.029,-0.042,,,,,,
,-0.071,,0.066,-0.025,-0.041,,,,,,
,-0.067,,0.063,-0.025,-0.038,,,,,,
,-0.064,,0.061,-0.027,-0.035,,,,,,
,-0.06,,0.061,-0.029,-0.03,,,,,,
,-0.056,,0.057,-0.031,-0.026,,,,,,
,-0.051,,0.054,-0.033,-0.021,,,,,,
,-0.049,,0.053,-0.036,-0.018,,,,,,
,-0.047,,0.054,-0.038,-0.014,,,,,,
,-0.044,,0.054,-0.042,-0.012,,,,,,
,-0.044,,0.056,-0.045,-0.009,,,,,,
,-0.045,,0.059,-0.05,-0.008,,,,,,
,-0.046,,0.062,-0.054,-0.006,,,,,,
,-0.046,,0.064,-0.059,-0.004,,,,,,
,-0.043,,0.063,-0.062,-0.001,,,,,,
,-0.042,,0.063,-0.064,0.0,,,,,,
,-0.043,,0.064,-0.065,0.001,,,,,,
,-0.051,,0.071,-0.069,-0.002,,,,,,
,-0.065,,0.086,-0.074,-0.011,,,,,,
,-0.08,,0.1,-0.08,-0.02,,,,,,
,-0.086,,0.106,-0.082,-0.024,,,,,,
,-0.086,,0.105,-0.082,-0.022,,,,,,
,-0.083,,0.103,-0.082,-0.02,,,,,,
,-0.085,,0.105,-0.082,-0.021,,,,,,
,-0.086,,0.106,-0.082,-0.022,,,,,,
,-0.085,,0.104,-0.08,-0.022,,,,,,
,-0.083,,0.101,-0.077,-0.023,,,,,,
,-0.086,,0.103,-0.077,-0.026,,,,,,
,-0.089,,0.106,-0.078,-0.027,,,,,,
,-0.089,,0.106,-0.08,-0.026,,,,,,
,-0.089,,0.106,-0.08,-0.026,,,,,,
,-0.09,,0.107,-0.08,-0.026,,,,,,
,-0.091,,0.108,-0.079,-0.029,,,,,,
,-0.092,,0.107,-0.078,-0.029,,,,,,
,-0.089,,0.103,-0.074,-0.029,,,,,,
,-0.083,,0.098,-0.071,-0.026,,,,,,
,-0.075,,0.09,-0.066,-0.023,,,,,,
,-0.066,,0.08,-0.063,-0.017,,,,,,
,-0.056,,0.072,-0.059,-0.012,,,,,,
,-0.049,,0.065,-0.054,-0.009,,,,,,
,-0.043,,0.057,-0.049,-0.007,,,,,,
,-0.033,,0.047,-0.043,-0.004,,,,,,
,-0.024,,0.035,-0.036,0.0,,,,,,
,-0.017,,0.028,-0.032,0.004,,,,,,
,-0.016,,0.028,-0.032,0.004,,,,,,
,-0.019,,0.032,-0.034,0.002,,,,,,
,-0.03,,0.044,-0.04,-0.002,,,,,,
,-0.048,,0.059,-0.047,-0.01,,,,,,
,-0.062,,0.073,-0.052,-0.019,,,,,,
,-0.065,,0.074,-0.052,-0.021,,,,,,
,-0.052,,0.062,-0.045,-0.016,,,,,,
,-0.03,,0.041,-0.034,-0.005,,,,,,
,-0.009,,0.019,-0.024,0.005,,,,,,
,0.008,,0.001,-0.016,0.014,,,,,,
,0.024,,-0.015,-0.007,0.022,,,,,,
,0.038,,-0.028,0.001,0.027,,,,,,
,0.047,,-0.039,0.007,0.03,,,,,,
,0.05,,-0.044,0.011,0.032,,,,,,
,0.049,,-0.042,0.009,0.031,,,,,,
,0.045,,-0.038,0.007,0.03,,,,,,
,0.041,,-0.034,0.004,0.028,,,,,,
,0.04,,-0.034,0.004,0.027,,,,,,
,0.039,,-0.033,0.005,0.026,,,,,,
,0.036,,-0.031,0.006,0.024,,,,,,
,0.033,,-0.029,0.006,0.021,,,,,,
,0.035,,-0.029,0.007,0.022,,,,,,
,0.033,,-0.028,0.006,0.022,,,,,,
,0.025,,-0.019,0.002,0.018,,,,,,
,0.015,,-0.01,0.0,0.012,,,,,,
,0.02,,-0.014,0.0,0.015,,,,,,
,0.043,,-0.037,0.009,0.027,,,,,,
,0.069,,-0.065,0.022,0.041,,,,,,
,0.083,,-0.08,0.035,0.044,,,,,,
,0.079,,-0.081,0.043,0.038,,,,,,
,0.07,,-0.075,0.044,0.03,,,,,,
,0.064,,-0.071,0.042,0.027,,,,,,
,0.063,,-0.068,0.039,0.028,,,,,,
,0.065,,-0.066,0.035,0.031,,,,,,
,0.063,,-0.062,0.031,0.031,,,,,,
,0.055,,-0.055,0.026,0.027,,,,,,
,0.043,,-0.045,0.024,0.019,,,,,,
,0.043,,-0.046,0.029,0.017,,,,,,
,0.065,,-0.071,0.043,0.027,,,,,,
,0.104,,-0.111,0.064,0.046,,,,,,
,0.132,,-0.14,0.081,0.059,,,,,,
,0.137,,-0.146,0.087,0.059,,,,,,
,0.127,,-0.138,0.086,0.052,,,,,,
,0.128,,-0.141,0.09,0.051,,,,,,
,0.143,,-0.157,0.099,0.057,,,,,,
,0.16,,-0.175,0.11,0.065,,,,,,
,0.164,,-0.179,0.114,0.065,,,,,,
,0.158,,-0.176,0.116,0.06,,,,,,
,0.153,,-0.174,0.119,0.054,,,,,,
,0.154,,-0.177,0.123,0.053,,,,,,
,0.155,,-0.177,0.12,0.055,,,,,,
,0.154,,-0.172,0.11,0.06,,,,,,
,0.154,,-0.166,0.102,0.064,,,,,,
,0.155,,-0.169,0.107,0.062,,,,,,
,0.155,,-0.178,0.124,0.053,,,,,,
,0.155,,-0.187,0.142,0.044,,,,,,
,0.154,,-0.189,0.146,0.042,,,,,,
,0.155,,-0.187,0.14,0.045,,,,,,
,0.155,,-0.184,0.133,0.048,,,,,,
,0.155,,-0.183,0.132,0.049,,,,,,
,0.154,,-0.182,0.132,0.049,,,,,,
,0.155,,-0.181,0.13,0.051,,,,,,
,0.155,,-0.179,0.126,0.052,,,,,,
,0.155,,-0.179,0.126,0.052,,,,,,
,0.154,,-0.178,0.125,0.053,,,,,,
,0.154,,-0.177,0.122,0.055,,,,,,
,0.155,,-0.175,0.118,0.056,,,,,,
,0.154,,-0.175,0.117,0.055,,,,,,
,0.155,,-0.175,0.117,0.056,,,,,,
,0.156,,-0.173,0.113,0.059,,,,,,
,0.155,,-0.171,0.11,0.06,,,,,,
,0.15,,-0.167,0.107,0.058,,,,,,
,0.146,,-0.161,0.103,0.058,,,,,,
,0.143,,-0.153,0.091,0.062,,,,,,
,0.143,,-0.148,0.082,0.066,,,,,,
,0.139,,-0.15,0.089,0.059,,,,,,
,0.129,,-0.155,0.117,0.039,,,,,,
,0.108,,-0.152,0.141,0.011,,,,,,
,0.078,,-0.129,0.142,-0.012,,,,,,
,0.054,,-0.102,0.125,-0.022,,,,,,
,0.057,,-0.1,0.113,-0.013,,,,,,
,0.095,,-0.134,0.124,0.009,,,,,,
,0.144,,-0.182,0.147,0.034,,,,,,
,0.173,,-0.209,0.16,0.048,,,,,,
,0.168,,-0.202,0.154,0.048,,,,,,
,0.15,,-0.182,0.14,0.042,,,,,,
,0.14,,-0.169,0.128,0.04,,,,,,
,0.141,,-0.167,0.123,0.044,,,,,,
,0.139,,-0.163,0.117,0.045,,,,,,
,0.132,,-0.154,0.109,0.043,,,,,,
,0.124,,-0.143,0.1,0.041,,,,,,
,0.121,,-0.137,0.092,0.043,,,,,,
,0.117,,-0.132,0.088,0.043,,,,,,
,0.112,,-0.128,0.088,0.039,,,,,,
,0.105,,-0.128,0.098,0.029,,,,,,
,0.1,,-0.132,0.115,0.016,,,,,,
,0.095,,-0.138,0.134,0.004,,,,,,
,0.092,,-0.141,0.146,-0.004,,,,,,
,0.088,,-0.139,0.148,-0.007,,,,,,
,0.085,,-0.131,0.139,-0.004,,,,,,
,0.08,,-0.122,0.125,-0.001,,,,,,
,0.074,,-0.113,0.113,0.0,,,,,,
,0.067,,-0.104,0.105,-0.001,,,,,,
,0.061,,-0.096,0.097,-0.001,,,,,,
,0.057,,-0.087,0.089,-0.001,,,,,,
,0.055,,-0.082,0.081,0.0,,,,,,
,0.054,,-0.078,0.075,0.002,,,,,,
,0.05,,-0.07,0.066,0.003,,,,,,
,0.037,,-0.055,0.055,0.0,,,,,,
,0.023,,-0.041,0.044,-0.003,,,,,,
,0.026,,-0.042,0.043,0.0,,,,,,
,0.05,,-0.065,0.053,0.012,,,,,,
,0.079,,-0.092,0.065,0.026,,,,,,
,0.09,,-0.101,0.068,0.033,,,,,,
,0.073,,-0.082,0.055,0.027,,,,,,
,0.045,,-0.052,0.037,0.015,,,,,,
,0.022,,-0.027,0.022,0.005,,,,,,
,0.01,,-0.015,0.015,0.0,,,,,,
,0.003,,-0.007,0.008,-0.001,,,,,,
,-0.001,,-0.001,0.003,-0.001,,,,,,
,-0.001,,0.0,0.0,0.0,,,,,,
,0.002,,-0.002,0.0,0.002,,,,,,
,0.003,,-0.002,-0.001,0.003,,,,,,
,-0.004,,0.007,-0.01,0.001,,,,,,
,-0.019,,0.025,-0.023,-0.003,,,,,,
,-0.03,,0.04,-0.035,-0.004,,,,,,
,-0.031,,0.044,-0.041,-0.002,,,,,,
,-0.027,,0.042,-0.045,0.003,,,,,,
,-0.024,,0.042,-0.049,0.006,,,,,,
,-0.024,,0.045,-0.055,0.009,,,,,,
,-0.024,,0.049,-0.062,0.011,,,,,,
,-0.024,,0.053,-0.069,0.016,,,,,,
,-0.022,,0.054,-0.074,0.02,,,,,,
,-0.017,,0.048,-0.072,0.022,,,,,,
,-0.014,,0.041,-0.062,0.019,,,,,,
,-0.02,,0.042,-0.055,0.012,,,,,,
,-0.037,,0.055,-0.055,0.0,,,,,,
,-0.058,,0.074,-0.061,-0.011,,,,,,
,-0.069,,0.083,-0.061,-0.02,,,,,,
,-0.068,,0.078,-0.055,-0.022,,,,,,
,-0.064,,0.071,-0.046,-0.024,,,,,,
,-0.064,,0.069,-0.041,-0.027,,,,,,
,-0.066,,0.068,-0.036,-0.031,,,,,,
,-0.063,,0.061,-0.027,-0.032,,,,,,
,-0.058,,0.051,-0.014,-0.035,,,,,,
,-0.065,,0.053,-0.006,-0.044,,,,,,
,-0.085,,0.068,-0.006,-0.061,,,,,,
,-0.108,,0.086,-0.01,-0.075,,,,,,
,-0.115,,0.094,-0.013,-0.079,,,,,,
,-0.108,,0.089,-0.016,-0.071,,,,,,
,-0.095,,0.079,-0.017,-0.062,,,,,,
,-0.087,,0.073,-0.017,-0.056,,,,,,
,-0.082,,0.071,-0.018,-0.052,,,,,,
,-0.076,,0.068,-0.021,-0.046,,,,,,
,-0.068,,0.063,-0.023,-0.039,,,,,,
,-0.06,,0.057,-0.024,-0.031,,,,,,
,-0.053,,0.052,-0.025,-0.026,,,,,,
,-0.047,,0.049,-0.025,-0.022,,,,,,
,-0.042,,0.046,-0.028,-0.017,,,,,,
,-0.033,,0.042,-0.033,-0.009,,,,,,
,-0.024,,0.039,-0.042,0.002,,,,,,
,-0.014,,0.037,-0.052,0.014,,,,,,
,-0.009,,0.036,-0.059,0.02,,,,,,
,-0.013,,0.038,-0.058,0.018,,,,,,
,-0.024,,0.044,-0.052,0.008,,,,,,
,-0.039,,0.051,-0.045,-0.006,,,,,,
,-0.053,,0.059,-0.039,-0.02,,,,,,
,-0.061,,0.063,-0.035,-0.029,,,,,,
,-0.065,,0.063,-0.028,-0.034,,,,,,
,-0.064,,0.057,-0.017,-0.039,,,,,,
,-0.06,,0.048,-0.004,-0.042,,,,,,
,-0.054,,0.036,0.009,-0.045,,,,,,
,-0.052,,0.031,0.017,-0.047,,,,,,
,-0.06,,0.038,0.015,-0.052,,,,,,
,-0.074,,0.055,0.001,-0.055,,,,,,
,-0.084,,0.069,-0.012,-0.057,,,,,,
,-0.083,,0.071,-0.017,-0.053,,,,,,
,-0.072,,0.061,-0.014,-0.046,,,,,,
,-0.057,,0.047,-0.009,-0.037,,,,,,
,-0.047,,0.039,-0.008,-0.029,,,,,,
,-0.046,,0.041,-0.013,-0.027,,,,,,
,-0.053,,0.05,-0.02,-0.03,,,,,,
,-0.064,,0.063,-0.03,-0.033,,,,,,
,-0.071,,0.071,-0.037,-0.034,,,,,,
,-0.068,,0.071,-0.04,-0.031,,,,,,
,-0.06,,0.064,-0.039,-0.024,,,,,,
,-0.053,,0.06,-0.04,-0.019,,,,,,
,-0.051,,0.059,-0.043,-0.016,,,,,,
,-0.049,,0.06,-0.045,-0.014,,,,,,
,-0.047,,0.057,-0.043,-0.012,,,,,,
,-0.043,,0.054,-0.041,-0.011,,,,,,
,-0.041,,0.051,-0.039,-0.01,,,,,,
,-0.037,,0.047,-0.038,-0.007,,,,,,
,-0.032,,0.043,-0.035,-0.006,,,,,,
,-0.028,,0.038,-0.033,-0.004,,,,,,
,-0.025,,0.035,-0.032,-0.002,,,,,,
,-0.02,,0.031,-0.03,0.0,,,,,,
,-0.018,,0.029,-0.028,0.0,,,,,,
,-0.023,,0.033,-0.031,-0.001,,,,,,
,-0.032,,0.042,-0.037,-0.006,,,,,,
,-0.04,,0.05,-0.04,-0.009,,,,,,
,-0.039,,0.048,-0.036,-0.011,,,,,,
,-0.035,,0.044,-0.034,-0.009,,,,,,
,-0.034,,0.046,-0.042,-0.004,,,,,,
,-0.034,,0.055,-0.059,0.003,,,,,,
,-0.035,,0.062,-0.072,0.009,,,,,,
,-0.033,,0.059,-0.07,0.011,,,,,,
,-0.031,,0.053,-0.059,0.006,,,,,,
,-0.029,,0.047,-0.049,0.002,,,,,,
,-0.029,,0.044,-0.044,0.0,,,,,,
,-0.029,,0.042,-0.04,-0.001,,,,,,
,-0.031,,0.041,-0.036,-0.004,,,,,,
,-0.031,,0.039,-0.032,-0.006,,,,,,
,-0.029,,0.035,-0.026,-0.008,,,,,,
,-0.025,,0.029,-0.019,-0.009,,,,,,
,-0.024,,0.025,-0.011,-0.012,,,,,,
,-0.025,,0.022,-0.005,-0.015,,,,,,
,-0.025,,0.019,0.0,-0.018,,,,,,
,-0.023,,0.015,0.006,-0.02,,,,,,
,-0.022,,0.011,0.013,-0.023,,,,,,
,-0.021,,0.009,0.014,-0.022,,,,,,
,-0.019,,0.01,0.01,-0.018,,,,,,
,-0.018,,0.014,0.0,-0.012,,,,,,
,-0.021,,0.022,-0.009,-0.011,,,,,,
,-0.025,,0.028,-0.016,-0.01,,,,,,
,-0.02,,0.025,-0.02,-0.004,,,,,,
,-0.004,,0.013,-0.021,0.007,,,,,,
,0.005,,0.008,-0.027,0.017,,,,,,
,-0.003,,0.022,-0.042,0.018,,,,,,
,-0.026,,0.05,-0.063,0.012,,,,,,
,-0.043,,0.07,-0.075,0.005,,,,,,
,-0.041,,0.068,-0.074,0.006,,,,,,
,-0.022,,0.047,-0.061,0.014,,,,,,
,0.001,,0.023,-0.049,0.024,,,,,,
,0.018,,0.007,-0.041,0.033,,,,,,
,0.025,,0.0,-0.037,0.036,,,,,,
,0.022,,0.001,-0.037,0.035,,,,,,
,0.014,,0.008,-0.038,0.03,,,,,,
,0.005,,0.015,-0.042,0.025,,,,,,
,0.0,,0.021,-0.044,0.021,,,,,,
,-0.004,,0.026,-0.046,0.019,,,,,,
,-0.009,,0.03,-0.047,0.017,,,,,,
,-0.016,,0.036,-0.049,0.012,,,,,,
,-0.023,,0.043,-0.052,0.008,,,,,,
,-0.031,,0.051,-0.055,0.003,,,,,,
,-0.034,,0.055,-0.056,0.002,,,,,,
,-0.028,,0.047,-0.052,0.004,,,,,,
,-0.012,,0.031,-0.041,0.011,,,,,,
,0.004,,0.012,-0.032,0.018,,,,,,
,0.016,,0.0,-0.026,0.024,,,,,,
,0.018,,-0.001,-0.025,0.026,,,,,,
,0.011,,0.004,-0.026,0.021,,,,,,
,-0.003,,0.018,-0.032,0.012,,,,,,
,-0.024,,0.04,-0.042,0.001,,,,,,
,-0.043,,0.058,-0.051,-0.006,,,,,,
,-0.05,,0.065,-0.055,-0.01,,,,,,
,-0.041,,0.055,-0.048,-0.007,,,,,,
,-0.019,,0.031,-0.034,0.003,,,,,,
,0.011,,0.0,-0.019,0.017,,,,,,
,0.035,,-0.024,-0.007,0.03,,,,,,
,0.037,,-0.026,-0.005,0.03,,,,,,
,0.014,,-0.001,-0.018,0.018,,,,,,
,-0.017,,0.029,-0.031,0.002,,,,,,
,-0.031,,0.04,-0.032,-0.007,,,,,,
,-0.015,,0.022,-0.02,-0.001,,,,,,
,0.014,,-0.004,-0.013,0.016,,,,,,
,0.04,,-0.019,-0.022,0.04,,,,,,
,0.051,,-0.018,-0.041,0.058,,,,,,
,0.054,,-0.015,-0.052,0.066,,,,,,
,0.051,,-0.014,-0.051,0.063,,,,,,
,0.046,,-0.011,-0.047,0.057,,,,,,
,0.039,,-0.004,-0.049,0.053,,,,,,
,0.035,,0.0,-0.052,0.051,,,,,,
,0.034,,0.0,-0.053,0.051,,,,,,
,0.033,,0.0,-0.05,0.049,,,,,,
,0.029,,0.001,-0.05,0.047,,,,,,
,0.025,,0.006,-0.052,0.044,,,,,,
,0.021,,0.009,-0.054,0.042,,,,,,
,0.018,,0.013,-0.054,0.04,,,,,,
,0.013,,0.017,-0.055,0.038,,,,,,
,0.009,,0.02,-0.055,0.034,,,,,,
,0.007,,0.022,-0.057,0.032,,,,,,
,0.005,,0.023,-0.057,0.032,,,,,,
,0.005,,0.023,-0.056,0.031,,,,,,
,0.009,,0.018,-0.05,0.031,,,,,,
,0.015,,0.009,-0.043,0.032,,,,,,
,0.02,,0.001,-0.035,0.032,,,,,,
,0.023,,-0.003,-0.031,0.032,,,,,,
,0.024,,-0.005,-0.026,0.03,,,,,,
,0.022,,-0.007,-0.021,0.027,,,,,,
,0.02,,-0.005,-0.019,0.024,,,,,,
,0.016,,-0.002,-0.023,0.023,,,,,,
,0.014,,0.0,-0.022,0.022,,,,,,
,0.015,,-0.007,-0.008,0.016,,,,,,
,0.015,,-0.018,0.013,0.005,,,,,,
,0.015,,-0.025,0.027,-0.002,,,,,,
,0.012,,-0.02,0.02,0.0,,,,,,
,0.01,,-0.008,0.0,0.007,,,,,,
,0.01,,0.001,-0.019,0.017,,,,,,
,0.009,,0.008,-0.032,0.023,,,,,,
,0.009,,0.011,-0.039,0.026,,,,,,
,0.008,,0.015,-0.045,0.028,,,,,,
,0.007,,0.017,-0.048,0.027,,,,,,
,0.004,,0.021,-0.049,0.026,,,,,,
,0.0,,0.023,-0.049,0.024,,,,,,
,0.0,,0.025,-0.05,0.025,,,,,,
,0.0,,0.024,-0.05,0.025,,,,,,
,0.0,,0.025,-0.049,0.025,,,,,,
,-0.001,,0.026,-0.05,0.023,,,,,,
,-0.003,,0.028,-0.051,0.022,,,,,,
,-0.003,,0.029,-0.051,0.022,,,,,,
,-0.005,,0.03,-0.052,0.022,,,,,,
,-0.005,,0.03,-0.052,0.021,,,,,,
,-0.006,,0.031,-0.053,0.02,,,,,,
,-0.01,,0.035,-0.055,0.019,,,,,,
,-0.02,,0.045,-0.06,0.015,,,,,,
,-0.031,,0.056,-0.065,0.009,,,,,,
,-0.036,,0.061,-0.068,0.007,,,,,,
,-0.029,,0.054,-0.064,0.01,,,,,,
